0.1,13,2000,3000,0.926473524,0.626523302
0.15,13,2000,3000,3.4069245257,2.7961853675
0.2,13,2000,3000,3.2167999642,3.0764013171
0.25,13,2000,3000,1.0884400487,0.8404796978
0.3,13,2000,3000,9.5019070593,11.116914958
0.35,13,2000,3000,13.4486398924,11.546783285
0.4,13,2000,3000,12.4096465526,11.0937479569
0.45,13,2000,3000,10.0151385774,8.2296019636
0.5,13,2000,3000,10.5395382942,8.7131252839
0.55,13,2000,3000,13.5278458563,8.5411055659
0.6,13,2000,3000,13.1651398319,8.141510154
0.65,13,2000,3000,12.0431823681,7.3067703481
0.7,13,2000,3000,12.3319141542,7.5050001605
0.75,13,2000,3000,11.7231310666,7.1164650664
0.8,13,2000,3000,11.6919656184,7.2489355482
0.85,13,2000,3000,10.8762822597,5.3042075719
0.9,13,2000,3000,11.316034121,6.2880909342
0.95,13,2000,3000,10.7621102927,6.1654904128
1,13,2000,3000,10.8348747733,5.646034608
