/home/nitta/Documents/Sam/22-01-2019PC6_2.5nm_step/R0.1B13.0ATP2000.0MD3000.0/
time,bmotors,vel
av_speed,std_dev
0.105959414781,0.0618872936133
/home/nitta/Documents/Sam/22-01-2019PC6_2.5nm_step/R0.6B13.0ATP2000.0MD3000.0/
time,bmotors,vel
0.00000000000000,22,0.19230954247990
0.10000000000000,38,0.11041175463970
0.20000000000000,31,0.27280272554410
0.30000000000000,26,0.08168119660278
0.40000000000000,27,0.07861771100171
0.50000000000000,25,0.02420205713619
0.60000000000000,30,0.03852520559071
0.70000000000000,32,0.05843744620071
0.80000000000000,30,0.21576582325266
0.90000000000000,28,0.20772223637627
1.00000000000000,31,0.17017770080179
1.10000000000000,30,0.05778058532356
1.20000000000000,32,0.19198935604999
1.30000000000000,31,0.43931387544853
1.40000000000000,32,1.50661532550439
1.60000000000000,13,5.84756043419518
1.70000000000000,17,2.65130579295551
1.80000000000000,17,3.24392821777062
1.90000000000000,8,1.27024569209322
2.00000000000000,20,1.13418181415116
2.10000000000000,30,1.63421828690001
2.20000000000000,17,4.96727164257657
2.30000000000000,17,2.56573134100642
2.40000000000000,12,1.20322491180651
2.50000000000000,20,2.13106504630200
2.60000000000000,16,2.42559309135387
2.70000000000000,24,3.48179490205684
2.80000000000000,15,1.24092565493830
2.90000000000000,13,1.44901194509940
3.00000000000000,18,2.05720773986917
av_speed,std_dev
1.36498730183,1.52348257522
/home/nitta/Documents/Sam/22-01-2019PC6_2.5nm_step/R0.7B13.0ATP2000.0MD3000.0/
time,bmotors,vel
0.00000000000000,32,0.00029942524682
0.10000000000000,42,0.16299294726188
0.20000000000000,32,0.49372174068425
0.30000000000000,31,0.44152761280197
0.40000000000000,28,0.23123035352042
0.50000000000000,18,0.09893972875252
0.60000000000000,23,1.99337285916151
0.70000000000000,20,0.38326793079536
0.80000000000000,18,1.13730816450262
0.90000000000000,26,0.69580933905373
1.00000000000000,22,0.19319591014083
1.10000000000000,23,0.74438813201212
1.20000000000000,24,0.05457309537628
1.30000000000000,20,1.41976882373236
1.40000000000000,24,0.77497389147292
1.60000000000000,19,0.72902915803693
1.70000000000000,21,0.97383678702873
1.80000000000000,25,0.05860454005738
1.90000000000000,32,1.45852562304041
2.00000000000000,22,0.96333699426942
2.10000000000000,27,0.50648802189529
2.20000000000000,26,0.41292862034042
2.30000000000000,28,1.55622695597784
2.40000000000000,30,0.96216125092737
2.50000000000000,19,0.74619824403421
2.60000000000000,15,0.58161173823535
2.70000000000000,28,0.69410421813957
2.80000000000000,17,0.10400161523136
2.90000000000000,22,0.23788228598950
3.00000000000000,27,0.47926753045650
av_speed,std_dev
0.642985784606,0.499019685052
/home/nitta/Documents/Sam/22-01-2019PC6_2.5nm_step/R0.8B13.0ATP2000.0MD3000.0/
time,bmotors,vel
0.00000000000000,20,0.72404035071477
0.10000000000000,11,3.71093840116672
0.20000000000000,20,3.40213904413483
0.30000000000000,27,1.22556657829233
0.40000000000000,20,4.67954543256463
0.50000000000000,20,1.36032840647763
0.60000000000000,20,3.97199400155628
0.70000000000000,21,4.45726140077148
0.80000000000000,28,3.25839205955212
0.90000000000000,27,1.56322345565998
1.00000000000000,23,1.15402958235646
1.10000000000000,18,1.39986680931592
1.20000000000000,25,1.34440668590837
1.30000000000000,16,1.52914862577515
1.40000000000000,33,2.40516777416058
1.60000000000000,26,1.65953635825334
1.70000000000000,35,1.38588624847038
1.80000000000000,29,2.26720281289744
1.90000000000000,20,2.29877321474478
2.00000000000000,8,3.26240380292758
2.10000000000000,21,1.33477530412067
2.20000000000000,26,0.89361975289298
2.30000000000000,17,2.64873243717103
2.40000000000000,24,1.61021113227138
2.50000000000000,30,1.36414110522357
2.60000000000000,23,1.28293211942645
2.70000000000000,23,1.04894064912241
2.80000000000000,26,2.16352003058931
2.90000000000000,24,1.52549005773442
3.00000000000000,23,1.75065432330491
av_speed,std_dev
2.08942893192,1.09366366958
/home/nitta/Documents/Sam/22-01-2019PC6_2.5nm_step/R0.9B13.0ATP2000.0MD3000.0/
time,bmotors,vel
0.00000000000000,33,1.18531980216948
0.10000000000000,23,1.32759489440766
0.20000000000000,28,1.54645604081014
0.30000000000000,22,1.11230878492594
0.40000000000000,23,1.44442396567888
0.50000000000000,22,2.86673581118088
0.60000000000000,30,2.11333051545587
0.70000000000000,17,1.69433843820870
0.80000000000000,24,4.29710046293019
0.90000000000000,23,1.78078627603282
1.00000000000000,21,1.59648695925708
1.10000000000000,28,1.13672665797282
1.20000000000000,39,1.81061981197902
1.30000000000000,40,1.16436110541397
1.40000000000000,18,0.95166029046002
1.60000000000000,29,2.68678732566921
1.70000000000000,21,0.73029725949978
1.80000000000000,28,3.32875172803299
1.90000000000000,20,1.67536654763278
2.00000000000000,28,1.57212704785257
2.10000000000000,24,1.58258455326098
2.20000000000000,27,1.91546339181088
2.30000000000000,22,2.88090691703276
2.40000000000000,38,1.50552775763166
2.50000000000000,14,1.43119996915412
2.60000000000000,24,3.04261932788387
2.70000000000000,35,1.44952738910973
2.80000000000000,29,2.64186259614796
2.90000000000000,22,1.21238013585591
3.00000000000000,32,1.70495423733171
av_speed,std_dev
1.84628686669,0.805275054241
/home/nitta/Documents/Sam/22-01-2019PC6_2.5nm_step/R1.0B13.0ATP2000.0MD3000.0/
time,bmotors,vel
0.00000000000000,26,1.25118852545290
0.10000000000000,28,2.47477863503789
0.20000000000000,36,1.25738151796403
0.30000000000000,28,1.45405552431918
0.40000000000000,34,1.41824284889085
0.50000000000000,21,1.63593343185704
0.60000000000000,32,2.97371856166823
0.70000000000000,36,1.63502516394745
0.80000000000000,30,1.23398391490154
0.90000000000000,37,1.95829978992672
1.00000000000000,33,1.25690187751827
1.10000000000000,34,1.44042654026021
1.20000000000000,30,1.42055227868742
1.30000000000000,30,1.45408461564920
1.40000000000000,22,1.22970724761256
1.60000000000000,18,2.30399518069571
1.70000000000000,37,2.65983635567888
1.80000000000000,26,2.60059315267703
1.90000000000000,32,2.74673470950295
2.00000000000000,30,2.66825006426659
2.10000000000000,21,1.62249509514317
2.20000000000000,30,2.20357993021171
2.30000000000000,21,3.26069108029415
2.40000000000000,32,3.01053735865572
2.50000000000000,23,1.57170545127114
2.60000000000000,32,1.25392251458985
2.70000000000000,33,1.18637909011992
2.80000000000000,32,2.21202873564660
2.90000000000000,32,1.57641077022218
3.00000000000000,23,1.19989814747104
av_speed,std_dev
1.872377937,0.652160784326
