time,msd
0.0,0.0011866426211891642
0.001002004008016032,0.0018147187763660284
0.002004008016032064,0.002454839012667082
0.0030060120240480957,0.0030943293457965145
0.004008016032064128,0.0037517340892062843
0.00501002004008016,0.004418362398354755
0.0060120240480961915,0.0050981234679405435
0.007014028056112224,0.005799229132909374
0.008016032064128256,0.006520519032635803
0.009018036072144287,0.007252929378691231
0.01002004008016032,0.007989715921505434
0.011022044088176352,0.008731159092058448
0.012024048096192383,0.009474769350806878
0.013026052104208416,0.010225818705246059
0.014028056112224447,0.010981134814740048
0.01503006012024048,0.011742963043234805
0.01603206412825651,0.012506601375400982
0.017034068136272545,0.013269080181618874
0.018036072144288574,0.014027354591189464
0.019038076152304607,0.014781927721841788
0.02004008016032064,0.015531534555644206
0.02104208416833667,0.01628105995659981
0.022044088176352703,0.017030762130777484
0.023046092184368736,0.01777458440007696
0.024048096192384766,0.01851151358077352
0.0250501002004008,0.019241087145824117
0.026052104208416832,0.01996502459540086
0.027054108216432865,0.020683420125947236
0.028056112224448895,0.021391793394522064
0.029058116232464928,0.022091333279340687
0.03006012024048096,0.022784720429005062
0.03106212424849699,0.023471517986300226
0.03206412825651302,0.02415110526890137
0.033066132264529056,0.02482380456475876
0.03406813627254509,0.02548768891294377
0.03507014028056112,0.02614314675447606
0.03607214428857715,0.026789454279152445
0.03707414829659318,0.02742853835561561
0.038076152304609215,0.02805990945508053
0.03907815631262525,0.028680790931970675
0.04008016032064128,0.02929210205969786
0.041082164328657314,0.029894010231289805
0.04208416833667334,0.030488657676805732
0.04308617234468937,0.031078584118085943
0.044088176352705406,0.031665251092134875
0.04509018036072144,0.03224677629039206
0.04609218436873747,0.03282209381019411
0.047094188376753505,0.03339364350243674
0.04809619238476953,0.03396153812498154
0.049098196392785565,0.034524949736782336
0.0501002004008016,0.035083990034659826
0.05110220440881763,0.03563888943554977
0.052104208416833664,0.036190986239088827
0.0531062124248497,0.03673828638200133
0.05410821643286573,0.037281539827375865
0.055110220440881756,0.03782136179823426
0.05611222444889779,0.03835988798387015
0.05711422845691382,0.0388968833409034
0.058116232464929855,0.03943272012393617
0.05911823647294589,0.03996978161696107
0.06012024048096192,0.04050795329785475
0.06112224448897795,0.0410471601805237
0.06212424849699398,0.04158962817781131
0.06312625250501001,0.04213623534938685
0.06412825651302605,0.042687518846050536
0.06513026052104208,0.04324267292817688
0.06613226452905811,0.04380029976077684
0.06713426853707415,0.0443608198389532
0.06813627254509018,0.04492478018974325
0.06913827655310621,0.04549328695563371
0.07014028056112225,0.04606650863234955
0.07114228456913826,0.046643931472742296
0.0721442885771543,0.047225570172558066
0.07314629258517033,0.04781214170521733
0.07414829659318636,0.04840276086159873
0.0751503006012024,0.04899713852266942
0.07615230460921843,0.049594038899356506
0.07715430861723446,0.05019419452585715
0.0781563126252505,0.05079753551712026
0.07915831663326653,0.05140379297376596
0.08016032064128256,0.05201263632849317
0.0811623246492986,0.052623405837126436
0.08216432865731463,0.05323581385508051
0.08316633266533066,0.05384949462681606
0.08416833667334668,0.054464031704412684
0.08517034068136271,0.05507895471525162
0.08617234468937875,0.05569275646615696
0.08717434869739478,0.056305716749141435
0.08817635270541081,0.05691754442504381
0.08917835671342685,0.0575274911527372
0.09018036072144288,0.05813513429557966
0.09118236472945891,0.058740025232842615
0.09218436873747494,0.059342909877965665
0.09318637274549098,0.05994443272273923
0.09418837675350701,0.06054513053211506
0.09519038076152304,0.061144149992669865
0.09619238476953906,0.0617412331267413
0.0971943887775551,0.062336721291632334
0.09819639278557113,0.06293102363673835
0.09919839679358716,0.06352472004678092
0.1002004008016032,0.06411796956744807
0.10120240480961923,0.06471035014817908
0.10220440881763526,0.06530152315187429
0.1032064128256513,0.06589080062395977
0.10420841683366733,0.06647799212364178
0.10521042084168336,0.06706358581114727
0.1062124248496994,0.06764908107691095
0.10721442885771543,0.06823403316090104
0.10821643286573146,0.06881861073478526
0.10921843687374748,0.06940270866508963
0.11022044088176351,0.06998630829874572
0.11122244488977955,0.07056844445238948
0.11222444889779558,0.07114925660625387
0.11322645290581161,0.07172874716856215
0.11422845691382764,0.07230675498875001
0.11523046092184368,0.0728834001990819
0.11623246492985971,0.07345814696171919
